我们	818981
什么	680330
知道	428686
他们	331984
我的	328145
你的	299440
不是	293573
一个	285504
没有	265421
怎么	257650
我不	256207
你们	221776
可以	211682
是我	197129
现在	191841
这个	182148
这是	177064
就是	175915
如果	163347
这样	154428
这里	152920
我是	137724
你不	134285
不会	133068
我想	132729
自己	131592
在这	125926
不知	124729
先生	124168
告诉	123495
不能	122458
你是	121137
是你	120751
们的	119309
为什	117817
真的	116273
不要	115357
的人	114556
因为	114260
我要	112311
只是	111276
已经	109751
他的	105433
这么	104668
需要	99102
给我	97904
时候	97556
那个	97398
让我	95967
可能	95565
喜欢	94802
你在	94204
是的	93804
但是	92584
好了	91290
是个	89557
还有	89177
东西	88558
好的	87532
到了	87017
的事	86459
孩子	86384
你知	86066
一起	85829
是一	85352
一下	84254
我会	82626
所以	82533
觉得	82428
起来	82163
这些	80639
是什	80610
我知	80595
有一	80035
应该	79802
朋友	79457
我們	78338
是不	77413
那么	77176
有人	75765
来了	75545
个人	75494
看到	74933
谢谢	74572
了吗	72934
给你	72161
你要	70947
我就	70672
一样	70460
那是	70203
的时	69999
还是	69353
问题	69183
我一	69054
我在	68908
我也	68779
时间	68551
工作	68526
你说	67877
也不	67487
一定	66980
所有	66756
你想	65943
来的	65714
我说	65327
意思	64288
开始	64269
好吧	63758
看看	62801
不想	62682
地方	61856
回来	61424
今天	61308
相信	60725
什麼	60533
希望	60531
在我	60254
的话	59737
是这	58883
出来	58687
一点	58657
都是	58575
我只	58486
然后	58269
的一	58092
我没	57969
电话	57854
有什	57594
事情	57585
了一	57497
找到	57495
为我	57411
一切	57399
我有	57344
很好	57177
不起	56994
了我	56760
在哪	56589
的是	56482
我很	56417
那些	56210
一直	55664
你有	55607
一次	55578
对不	55264
他是	54673
真是	54314
不过	54225
离开	53449
非常	53229
果你	53187
我可	53121
在那	52963
样的	52917
们不	52891
明白	52473
人的	51948
你一	51869
发生	51580
好吗	51216
大家	51036
你这	50975
到你	50616
你看	50392
说的	49900
想要	49839
认为	49703
没事	49386
当然	49075
哪里	49027
任何	48949
妈妈	48722
你好	48265
你还	48227
为你	48178
也许	48099
那里	47927
必须	47904
么样	47852
是在	47587
爸爸	47536
诉我	47343
我看	47134
但我	47108
你怎	47092
么了	47078
跟我	46919
都不	46827
你就	46334
下来	46121
准备	46120
你会	45974
走了	45793
道你	45743
她的	45702
是他	45636
在一	45411
你可	45393
过来	45215
是谁	45116
世界	45097
我还	44347
这儿	44056
以为	44028
去了	43981
们在	43971
女人	43636
爱的	43537
我来	43455
跟你	43102
为了	42927
只有	42820
让你	42809
抱歉	42680
出去	42533
死了	42112
们要	41770
很多	41724
第一	41386
妈的	41106
一些	40543
了你	39993
你能	39968
也是	39635
这种	39269
不可	39230
们是	39196
的地	39143
生活	39115
你没	38985
可是	38664
做的	38583
和我	38506
是说	38482
道我	38204
不好	38197
感觉	37824
得到	37815
他妈	37433
们会	37403
么事	37213
就像	37105
两个	37053
要去	36911
名字	36749
们都	36710
的女	36462
说什	36203
男人	36171
发现	36089
诉你	36065
不用	35927
家伙	35816
而且	35481
不错	35239
在你	35202
最好	35110
到我	35037
是啊	35001
有的	34807
大的	34795
的那	34708
女孩	34685
不了	34678
上帝	34589
其他	34412
你也	34312
了什	34208
不到	34194
你了	33935
要的	33867
记得	33704
有点	33553
快点	33492
谢你	33491
和你	33400
那样	33304
之前	33196
如何	33182
做什	33182
要你	33127
杀了	32880
干什	32858
己的	32810
这一	32752
这就	32738
我能	32731
到底	32645
里的	32500
你真	32498
就会	32494
我去	32125
高兴	32095
我觉	32087
就不	32080
对我	32050
人都	31940
回家	31851
肯定	31721
认识	31633
关系	31579
把我	31220
要我	31203
他在	31189
是吗	31159
来吧	31118
到的	31109
的东	31098
只要	31058
果我	31015
最后	30935
让他	30869
到这	30868
是那	30854
亲爱	30706
他們	30535
怎样	30534
我真	30534
有个	30514
警察	30506
的吗	30445
的生	30352
担心	30340
小姐	30227
不行	30208
重要	30133
们就	30030
过去	29875
以前	29869
回去	29772
了他	29769
件事	29710
听到	29654
么做	29561
医生	29509
他不	29507
还没	29487
好像	29419
明天	29233
正在	29147
上的	28954
把你	28947
那就	28835
干嘛	28755
们一	28605
你为	28489
多少	28423
父亲	28406
就在	28381
要是	28375
会有	28226
继续	28218
美国	27976
马上	27895
帮我	27874
今晚	27831
把他	27735
的小	27360
一天	27349
它们	27323
这不	27301
我已	27279
回事	27250
你去	27248
哪儿	27183
看起	27078
小时	27062
都没	26997
么不	26947
说话	26903
儿子	26901
我得	26877
不在	26794
沒有	26669
清楚	26580
死的	26575
个小	26550
们可	26524
是有	26508
一個	26474
等等	26453
去哪	26400
我这	26398
如此	26131
没错	25965
也没	25908
么说	25653
完全	25633
的朋	25628
的意	25624
怎麼	25611
的家	25599
安全	25535
们有	25511
他说	25463
是怎	25431
是很	25429
分钟	25361
说你	25351
永远	25315
是为	25207
那你	25141
说了	25128
公司	25114
的名	25102
看见	25068
是真	25050
说过	24914
不管	24884
她是	24764
听着	24652
再见	24639
可不	24611
漂亮	24472
到他	24387
是因	24308
有没	24308
了吧	24299
别人	24153
下去	24132
或者	24036
晚上	24011
是想	23993
无法	23916
做了	23885
见到	23791
好好	23499
兄弟	23416
的手	23390
伙计	23372
走吧	23352
很高	23335
对你	23040
之后	22998
机会	22985
以我	22949
么都	22927
长官	22926
着我	22897
根本	22768
成为	22752
来这	22689
了解	22628
么回	22589
情况	22492
小心	22380
你們	22172
里面	22124
你和	22122
道吗	22095
么办	22022
给他	21985
子的	21949
并不	21947
还不	21921
决定	21911
宝贝	21903
为他	21877
有些	21861
把它	21815
你来	21789
结束	21711
说我	21516
看你	21514
我做	21494
打电	21423
总是	21419
道的	21359
我和	21354
了这	21279
办法	21188
生的	21154
去的	21126
过了	21121
见过	21099
麻烦	21065
我都	21040
我以	20944
就这	20932
那我	20885
另一	20875
的很	20867
我从	20856
得我	20838
得很	20832
没什	20828
计划	20822
进来	20761
进去	20641
我现	20626
还好	20597
房子	20573
上去	20554
该死	20541
我跟	20535
衣服	20532
们还	20476
个女	20456
帮你	20408
我喜	20333
你做	20290
事了	20275
有多	20210
女儿	20149
現在	20142
个月	20119
来说	20073
混蛋	19982
想我	19944
唯一	19898
有这	19762
过我	19750
等一	19590
求你	19585
爱你	19581
星期	19554
确定	19544
么意	19529
事的	19492
生了	19488
這個	19420
注意	19380
女士	19323
我了	19292
我认	19248
们这	19233
的工	19213
你觉	19209
故事	19161
就要	19136
每个	19119
人们	19051
我需	19016
都会	19003
的不	18971
但你	18939
看着	18867
没人	18865
你自	18864
别的	18747
备好	18739
你得	18739
不同	18704
关于	18703
从来	18662
他会	18579
其实	18539
那儿	18539
帮助	18518
中的	18501
过你	18468
生命	18451
我把	18375
消息	18369
想你	18339
是要	18334
你很	18247
真正	18179
有时	18142
玩笑	18068
都在	18013
定要	17994
留下	17988
房间	17980
不喜	17971
拜托	17952
得不	17883
多了	17882
去吧	17879
还在	17863
夫人	17847
愿意	17802
跟他	17783
听说	17779
这次	17747
天啊	17738
我听	17713
那边	17710
以后	17680
道他	17670
人在	17643
有你	17634
是最	17627
